folder,arc_score,facenet_score,avg_score,min_score,max_score,score_diff,is_match
mbj,0.6411926746368408,0.09632574021816254,0.3687592148780823,0.09632574021816254,0.6411926746368408,0.5448669195175171,1
ZA5,0.5593389272689819,0.5084270238876343,0.5338829755783081,0.5084270238876343,0.5593389272689819,0.050911903381347656,0
pkohli,-0.026899276301264763,-0.15936873853206635,-0.09313400834798813,-0.15936873853206635,-0.026899276301264763,0.13246946036815643,1
d4,0.23908205330371857,-0.07140396535396576,0.0838390439748764,-0.07140396535396576,0.23908205330371857,0.3104860186576843,1
ZA70,0.5377335548400879,0.20082250237464905,0.3692780137062073,0.20082250237464905,0.5377335548400879,0.33691105246543884,0
ZA26,0.323911190032959,0.3375422954559326,0.3307267427444458,0.323911190032959,0.3375422954559326,0.013631105422973633,0
huma,0.010849489830434322,0.13716714084148407,0.07400831580162048,0.010849489830434322,0.13716714084148407,0.12631765007972717,1
chris,0.1341155469417572,-0.09027111530303955,0.021922215819358826,-0.09027111530303955,0.1341155469417572,0.22438666224479675,1
f101,0.3227032423019409,0.26609569787979126,0.2943994700908661,0.26609569787979126,0.3227032423019409,0.05660754442214966,1
d8,0.2978064715862274,-0.0043524280190467834,0.14672702550888062,-0.0043524280190467834,0.2978064715862274,0.3021588921546936,1
ZA77,0.5427199602127075,0.4625050127506256,0.5026124715805054,0.4625050127506256,0.5427199602127075,0.08021494746208191,0
d87,0.21996939182281494,-0.03444167971611023,0.09276385605335236,-0.03444167971611023,0.21996939182281494,0.25441107153892517,1
d30,0.6333692073822021,0.4230909049510956,0.5282300710678101,0.4230909049510956,0.6333692073822021,0.21027830243110657,1
f91,0.386753648519516,0.48587363958358765,0.4363136291503906,0.386753648519516,0.48587363958358765,0.09911999106407166,1
f23,0.6726305484771729,0.422658234834671,0.5476443767547607,0.422658234834671,0.6726305484771729,0.24997231364250183,1
f97,0.2820316553115845,-0.23286348581314087,0.024584084749221802,-0.23286348581314087,0.2820316553115845,0.5148951411247253,1
rizahmed,0.4742816388607025,0.6995507478713989,0.5869162082672119,0.4742816388607025,0.6995507478713989,0.2252691090106964,1
f47,0.31970009207725525,0.11737491190433502,0.21853750944137573,0.11737491190433502,0.31970009207725525,0.20232518017292023,1
akshaykumar,0.2335381805896759,0.41969799995422363,0.3266180753707886,0.2335381805896759,0.41969799995422363,0.18615981936454773,1
d7,0.2986508011817932,0.07868044823408127,0.18866562843322754,0.07868044823408127,0.2986508011817932,0.21997034549713135,1
f38,0.40014514327049255,0.7831555604934692,0.5916503667831421,0.40014514327049255,0.7831555604934692,0.3830104172229767,1
adriver,0.4137643575668335,0.6388986706733704,0.5263315439224243,0.4137643575668335,0.6388986706733704,0.22513431310653687,1
f73,0.22206924855709076,-0.058779459446668625,0.08164489269256592,-0.058779459446668625,0.22206924855709076,0.2808487117290497,1
ZA46,0.6517673134803772,0.5092209577560425,0.5804941654205322,0.5092209577560425,0.6517673134803772,0.14254635572433472,0
d94,0.7922075986862183,0.37014856934547424,0.5811780691146851,0.37014856934547424,0.7922075986862183,0.422059029340744,1
f58,0.6688966155052185,0.7424291968345642,0.7056629061698914,0.6688966155052185,0.7424291968345642,0.0735325813293457,1
ZA27,0.592171311378479,0.6613110303878784,0.6267411708831787,0.592171311378479,0.6613110303878784,0.06913971900939941,0
ZA98,0.08881420642137527,0.08508799225091934,0.08695109933614731,0.08508799225091934,0.08881420642137527,0.0037262141704559326,0
d14,0.06479039043188095,-0.09485349804162979,-0.01503155380487442,-0.09485349804162979,0.06479039043188095,0.15964388847351074,1
hughg,0.5325037837028503,0.5712746381759644,0.551889181137085,0.5325037837028503,0.5712746381759644,0.038770854473114014,1
ZA95,0.13190855085849762,-0.07524797320365906,0.02833028882741928,-0.07524797320365906,0.13190855085849762,0.20715652406215668,0
f112,0.28759437799453735,0.38973158597946167,0.3386629819869995,0.28759437799453735,0.38973158597946167,0.10213720798492432,1
nicohoult,0.27625539898872375,0.074924997985363,0.17559020221233368,0.074924997985363,0.27625539898872375,0.20133039355278015,1
f10,0.7830475568771362,0.6122399568557739,0.6976437568664551,0.6122399568557739,0.7830475568771362,0.1708076000213623,1
akhurana,0.538352370262146,0.3333298861980438,0.4358411431312561,0.3333298861980438,0.538352370262146,0.20502248406410217,1
ZA74,0.08714185655117035,-0.0673789381980896,0.009881459176540375,-0.0673789381980896,0.08714185655117035,0.15452079474925995,0
f11,0.07374333590269089,0.058977462351322174,0.06636039912700653,0.058977462351322174,0.07374333590269089,0.014765873551368713,1
jbailey,0.8067330121994019,0.47728636860847473,0.6420096755027771,0.47728636860847473,0.8067330121994019,0.3294466435909271,1
f43,0.373449444770813,0.8007042407989502,0.5870768427848816,0.373449444770813,0.8007042407989502,0.4272547960281372,1
ZA24,0.5249255299568176,0.6102187037467957,0.5675721168518066,0.5249255299568176,0.6102187037467957,0.08529317378997803,0
f78,0.3395431637763977,0.5102682113647461,0.4249056875705719,0.3395431637763977,0.5102682113647461,0.1707250475883484,1
d41,0.4157518744468689,0.4705336391925812,0.44314277172088623,0.4157518744468689,0.4705336391925812,0.05478176474571228,1
dpk,0.2835352420806885,0.632805585861206,0.45817041397094727,0.2835352420806885,0.632805585861206,0.3492703437805176,1
meryl,0.3730766475200653,0.7896356582641602,0.5813561677932739,0.3730766475200653,0.7896356582641602,0.41655901074409485,1
ewann,0.29616355895996094,-0.12192638218402863,0.08711858838796616,-0.12192638218402863,0.29616355895996094,0.41808992624282837,1
d27,0.6454635262489319,0.1468963921070099,0.3961799740791321,0.1468963921070099,0.6454635262489319,0.498567134141922,1
f94,0.2043963074684143,0.7139201164245605,0.4591582119464874,0.2043963074684143,0.7139201164245605,0.5095238089561462,1
hg,0.08273207396268845,0.2806282937526703,0.18168018758296967,0.08273207396268845,0.2806282937526703,0.19789621233940125,1
pmescal,0.25778838992118835,-0.01959325559437275,0.11909756809473038,-0.01959325559437275,0.25778838992118835,0.27738165855407715,1
d49,0.41688430309295654,0.3727531433105469,0.3948187232017517,0.3727531433105469,0.41688430309295654,0.04413115978240967,1
ZA57,0.3694400191307068,0.20197448134422302,0.2857072353363037,0.20197448134422302,0.3694400191307068,0.16746553778648376,0
hro,0.025838768109679222,-0.27672356367111206,-0.12544240057468414,-0.27672356367111206,0.025838768109679222,0.30256232619285583,1
f5,0.5129015445709229,0.673744797706604,0.5933231711387634,0.5129015445709229,0.673744797706604,0.16084325313568115,1
vikram,0.15225018560886383,0.19777171313762665,0.17501094937324524,0.15225018560886383,0.19777171313762665,0.04552152752876282,1
pdano,0.4933825433254242,0.6269023418426514,0.560142457485199,0.4933825433254242,0.6269023418426514,0.13351979851722717,1
f35,0.1290026605129242,0.12356819957494736,0.12628543376922607,0.12356819957494736,0.1290026605129242,0.005434460937976837,1
d65,0.3757798671722412,0.46999141573905945,0.4228856563568115,0.3757798671722412,0.46999141573905945,0.09421154856681824,1
d67,0.19033929705619812,0.43696582317352295,0.31365257501602173,0.19033929705619812,0.43696582317352295,0.24662652611732483,1
f53,0.3212956190109253,-0.3973362445831299,-0.038020312786102295,-0.3973362445831299,0.3212956190109253,0.7186318635940552,1
d93,0.8184678554534912,0.6066305637359619,0.7125492095947266,0.6066305637359619,0.8184678554534912,0.2118372917175293,1
f39,0.4560622274875641,0.5837336778640747,0.5198979377746582,0.4560622274875641,0.5837336778640747,0.12767145037651062,1
ZA36,0.5621418356895447,0.29853129386901855,0.4303365647792816,0.29853129386901855,0.5621418356895447,0.2636105418205261,0
f61,0.5456533432006836,0.04131678119301796,0.2934850752353668,0.04131678119301796,0.5456533432006836,0.5043365359306335,1
f84,0.3376905024051666,0.3933784067630768,0.3655344545841217,0.3376905024051666,0.3933784067630768,0.055687904357910156,1
f110,0.468289852142334,0.5169128179550171,0.49260133504867554,0.468289852142334,0.5169128179550171,0.048622965812683105,1
tomholland,0.3614242374897003,0.3779318928718567,0.3696780800819397,0.3614242374897003,0.3779318928718567,0.016507655382156372,1
d58,0.45589080452919006,-0.0020882226526737213,0.22690129280090332,-0.0020882226526737213,0.45589080452919006,0.4579790234565735,1
violaa,0.58085036277771,0.39839738607406616,0.48962387442588806,0.39839738607406616,0.58085036277771,0.1824529767036438,1
f17,0.7513959407806396,0.4363406300544739,0.5938682556152344,0.4363406300544739,0.7513959407806396,0.31505531072616577,1
michaelbj,0.22881217300891876,0.16091014444828033,0.19486115872859955,0.16091014444828033,0.22881217300891876,0.06790202856063843,1
d21,0.2521889805793762,0.5204283595085144,0.3863086700439453,0.2521889805793762,0.5204283595085144,0.2682393789291382,1
d32,0.7217074632644653,0.5531982183456421,0.6374528408050537,0.5531982183456421,0.7217074632644653,0.16850924491882324,1
riz,0.46357566118240356,0.6981908082962036,0.580883264541626,0.46357566118240356,0.6981908082962036,0.23461514711380005,1
d9,0.2792011499404907,0.4085773825645447,0.3438892662525177,0.2792011499404907,0.4085773825645447,0.12937623262405396,1
ZA21,0.13493213057518005,0.32960325479507446,0.23226769268512726,0.13493213057518005,0.32960325479507446,0.1946711242198944,0
colinf,0.46959877014160156,0.5855734348297119,0.5275861024856567,0.46959877014160156,0.5855734348297119,0.11597466468811035,1
rocky,0.5822309255599976,0.7526196241378784,0.667425274848938,0.5822309255599976,0.7526196241378784,0.17038869857788086,1
d15,0.801849901676178,0.8251456618309021,0.81349778175354,0.801849901676178,0.8251456618309021,0.02329576015472412,1
ppascal,0.13708186149597168,0.05527133494615555,0.09617659449577332,0.05527133494615555,0.13708186149597168,0.08181052654981613,1
d96,0.5140553712844849,0.5503940582275391,0.532224714756012,0.5140553712844849,0.5503940582275391,0.0363386869430542,1
f32,0.3683711290359497,0.6358544826507568,0.5021128058433533,0.3683711290359497,0.6358544826507568,0.26748335361480713,1
f52,0.17050859332084656,-0.3031628131866455,-0.06632710993289948,-0.3031628131866455,0.17050859332084656,0.47367140650749207,1
f107,0.19125516712665558,0.6788517236709595,0.43505343794822693,0.19125516712665558,0.6788517236709595,0.4875965714454651,1
mendelson,0.4789479076862335,0.6018924713134766,0.5404201745986938,0.4789479076862335,0.6018924713134766,0.12294456362724304,1
d33,0.3575659692287445,0.6887614130973816,0.5231636762619019,0.3575659692287445,0.6887614130973816,0.3311954438686371,1
d44,0.07468608021736145,-0.016977952793240547,0.028854064643383026,-0.016977952793240547,0.07468608021736145,0.09166403114795685,1
joaquinp,0.6958581209182739,0.37073102593421936,0.5332945585250854,0.37073102593421936,0.6958581209182739,0.32512709498405457,1
ZA53,0.6748420000076294,0.15624406933784485,0.4155430197715759,0.15624406933784485,0.6748420000076294,0.5185979604721069,0
adevgan,0.10298243165016174,-0.09405055642127991,0.004465937614440918,-0.09405055642127991,0.10298243165016174,0.19703298807144165,1
rajkumarrao,0.7201262712478638,0.6355218291282654,0.6778240203857422,0.6355218291282654,0.7201262712478638,0.08460444211959839,1
d55,0.5251951217651367,0.12407800555229187,0.3246365785598755,0.12407800555229187,0.5251951217651367,0.40111711621284485,1
d35,0.24363933503627777,-0.06694243103265762,0.08834844827651978,-0.06694243103265762,0.24363933503627777,0.310581773519516,1
d81,0.1449355036020279,0.04345870018005371,0.0941971018910408,0.04345870018005371,0.1449355036020279,0.10147680342197418,1
jeffb,0.40169405937194824,0.7120440006256104,0.5568690299987793,0.40169405937194824,0.7120440006256104,0.3103499412536621,1
f87,0.5649378299713135,0.7190921306610107,0.6420149803161621,0.5649378299713135,0.7190921306610107,0.15415430068969727,1
f102,0.15653780102729797,-0.1478305459022522,0.004353627562522888,-0.1478305459022522,0.15653780102729797,0.30436834692955017,1
devpatel,0.4162798523902893,0.2584361433982849,0.3373579978942871,0.2584361433982849,0.4162798523902893,0.1578437089920044,1
ZA6,0.8245726227760315,0.7604448795318604,0.7925087213516235,0.7604448795318604,0.8245726227760315,0.06412774324417114,0
akshay,0.6366388201713562,0.188212051987648,0.4124254286289215,0.188212051987648,0.6366388201713562,0.4484267830848694,1
akumar,0.7050578594207764,0.43828168511390686,0.5716697573661804,0.43828168511390686,0.7050578594207764,0.2667761743068695,1
d11,0.2403244823217392,-0.13544058799743652,0.05244194716215134,-0.13544058799743652,0.2403244823217392,0.3757650852203369,1
ZA52,0.5536563992500305,0.7414040565490723,0.647530198097229,0.5536563992500305,0.7414040565490723,0.18774765729904175,0
ZA17,0.7120589017868042,0.3113800883293152,0.5117194652557373,0.3113800883293152,0.7120589017868042,0.400678813457489,0
f55,0.1348799765110016,0.023850660771131516,0.0793653205037117,0.023850660771131516,0.1348799765110016,0.11102931201457977,1
d17,0.09244050830602646,-0.0911821573972702,0.000629175454378128,-0.0911821573972702,0.09244050830602646,0.18362265825271606,1
d36,0.4068910479545593,-0.1140327975153923,0.1464291214942932,-0.1140327975153923,0.4068910479545593,0.5209238529205322,1
nhoult,0.24044375121593475,0.3183807134628296,0.27941223978996277,0.24044375121593475,0.3183807134628296,0.07793696224689484,1
d68,0.07775522768497467,-0.1571754813194275,-0.03971012681722641,-0.1571754813194275,0.07775522768497467,0.23493070900440216,1
rashh,0.6505439281463623,-0.04177427291870117,0.30438482761383057,-0.04177427291870117,0.6505439281463623,0.6923182010650635,1
ranveer,0.5768518447875977,0.5519956350326538,0.5644237399101257,0.5519956350326538,0.5768518447875977,0.024856209754943848,1
d56,0.5069257616996765,0.3098747432231903,0.4084002375602722,0.3098747432231903,0.5069257616996765,0.1970510184764862,1
f54,0.09192045032978058,-0.10795904695987701,-0.008019298315048218,-0.10795904695987701,0.09192045032978058,0.1998794972896576,1
f88,0.2918481230735779,0.41147443652153015,0.3516612648963928,0.2918481230735779,0.41147443652153015,0.11962631344795227,1
d43,0.05046204477548599,0.005357291549444199,0.027909668162465096,0.005357291549444199,0.05046204477548599,0.045104753226041794,1
ZA29,0.6984080076217651,0.623530387878418,0.6609691977500916,0.623530387878418,0.6984080076217651,0.07487761974334717,0
addriver,0.12637577950954437,-0.026670191437005997,0.04985279589891434,-0.026670191437005997,0.12637577950954437,0.15304596722126007,1
jimsarbh,0.33998721837997437,0.5897574424743652,0.4648723304271698,0.33998721837997437,0.5897574424743652,0.24977022409439087,1
ZA4,0.7034746408462524,0.581936240196228,0.6427054405212402,0.581936240196228,0.7034746408462524,0.12153840065002441,0
ZA12,0.31016451120376587,0.23178595304489136,0.2709752321243286,0.23178595304489136,0.31016451120376587,0.07837855815887451,0
f29,0.4513980448246002,0.211492121219635,0.3314450979232788,0.211492121219635,0.4513980448246002,0.2399059236049652,1
oscarisaac,0.6181731820106506,0.08745542168617249,0.35281431674957275,0.08745542168617249,0.6181731820106506,0.5307177305221558,1
f18,0.625566303730011,0.3286622166633606,0.4771142601966858,0.3286622166633606,0.625566303730011,0.2969040870666504,1
f86,0.4175516664981842,0.2735099792480469,0.34553080797195435,0.2735099792480469,0.4175516664981842,0.14404168725013733,1
ad,0.6667229533195496,0.5415734648704529,0.6041482090950012,0.5415734648704529,0.6667229533195496,0.12514948844909668,1
jg,0.20071272552013397,0.49832963943481445,0.3495211899280548,0.20071272552013397,0.49832963943481445,0.2976168990135193,1
ZA8,0.6509653329849243,0.2956414222717285,0.4733033776283264,0.2956414222717285,0.6509653329849243,0.3553239107131958,0
ZA32,0.8055615425109863,0.537248969078064,0.6714052557945251,0.537248969078064,0.8055615425109863,0.26831257343292236,0
hr,0.14922061562538147,0.3813668191432953,0.2652937173843384,0.14922061562538147,0.3813668191432953,0.23214620351791382,1
adilhusain,0.7499830722808838,0.5826672315597534,0.6663251519203186,0.5826672315597534,0.7499830722808838,0.16731584072113037,1
f44,0.5221438407897949,0.7275584936141968,0.6248511672019958,0.5221438407897949,0.7275584936141968,0.20541465282440186,1
ewanmc,0.09788510948419571,0.44973045587539673,0.2738077938556671,0.09788510948419571,0.44973045587539673,0.3518453538417816,1
f63,0.13566827774047852,0.5718737244606018,0.35377100110054016,0.13566827774047852,0.5718737244606018,0.4362054467201233,1
f108,0.27256467938423157,0.8012784719467163,0.5369215607643127,0.27256467938423157,0.8012784719467163,0.5287138223648071,1
skhan,0.42992717027664185,0.5959665775299072,0.5129468441009521,0.42992717027664185,0.5959665775299072,0.16603940725326538,1
dev,0.47113293409347534,0.332373708486557,0.401753306388855,0.332373708486557,0.47113293409347534,0.13875922560691833,1
d82,0.46265095472335815,-0.1099943220615387,0.17632831633090973,-0.1099943220615387,0.46265095472335815,0.5726453065872192,1
f82,0.05993131920695305,0.10443252325057983,0.08218192309141159,0.05993131920695305,0.10443252325057983,0.044501204043626785,1
ZA25,0.5246686935424805,0.436753511428833,0.48071110248565674,0.436753511428833,0.5246686935424805,0.08791518211364746,0
f36,0.6004079580307007,0.6663925647735596,0.6334002614021301,0.6004079580307007,0.6663925647735596,0.06598460674285889,1
liam,0.4554040729999542,0.4908638298511505,0.47313395142555237,0.4554040729999542,0.4908638298511505,0.03545975685119629,1
vikrant,0.14667807519435883,0.2416040003299713,0.19414103031158447,0.14667807519435883,0.2416040003299713,0.09492592513561249,1
hgrant,0.688278317451477,0.5928167104721069,0.640547513961792,0.5928167104721069,0.688278317451477,0.09546160697937012,1
